sID,conversation_id,message_id,user_query,dewey_match,response,routing,risk,risk_note,created_at,Accurate?,Notes,Expert review,Lang,coding_ID,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,original_coder_notes,risk_amt,risk_note_coders,mutiple_coders_flag,coding_stage,coding_time,sent_post,human_code,model_code
1725,193669,1258644,Can I vote in different location from my registration?,Can I vote in different location from my registration?,"You must vote at your designated polling place based on your voter registration. If you are at the wrong location but believe you are eligible to vote there, you can request a provisional ballot. Your county's elections officials will later determine if your provisional ballot can be counted. However, it is recommended to verify your polling place before Election Day to ensure your vote counts. You can find your polling place using the ""https://www.pavoterservices.pa.gov/Pages/PollingPlaceInfo.aspx"" Department of State voting location tool.",exact,,,11/4/24 8:36,Yes,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
1726,193669,1258639,Can I vote where I moved to if I didnâ€™t change my registration and moved to a different county,Can I vote if I moved but havenâ€™t updated my registration?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if I moved but havenâ€™t updated my registration?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote in different location from my registration?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote in two different counties?</a></div>",suggestion,,,11/4/24 8:36,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
1727,193670,1258629,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/4/24 8:34,Yes,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
1728,193668,1258627,Will I be notified if my ballot is rejected?,Will I be notified if my ballot is rejected?,"If your ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot is rejected, what comes next depends on which county you live in. Thirty-eight counties allow voters to fix errors with their mail ballots in some way, while others do not. Some counties notify voters if the ballot is rejected, while others don't. ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-mail-ballot-curing-notice-errors-fix/"" This interactive map shows the policy of each county in Pennsylvania. Contact ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office directly if you have specific questions or concerns.",exact,,,11/4/24 8:34,Yes,Why did the bot not provide this information?,,en,2142,[EL],[Mail-in],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:36:57,[NEU],EL_Mail-in,EL_Mail-in
1729,193668,1258625,will I be informed that my ballot was rejected before nov. 5 pa election,Will I be notified if my ballot is rejected?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Will I be notified if my ballot is rejected?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I find out if my mail ballot was rejected?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">When do I have to mail in my ballot by in PA?</a></div>",suggestion,,,11/4/24 8:33,,,,en,2143,[EL],[Mail-in],[N],"[Suggestion, Align]",[],,,0,,TRUE,5,17:36:42,[NEU],EL_Mail-in,EL_Mail-in
1730,193668,1258623,What are the common reasons for mail ballots being rejected in PA?,What are the common reasons for mail ballots being rejected in PA?,"In Pennsylvania, common reasons for ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot rejection include ballots that lack a signature or are returned without a secrecy envelope. Additionally, ballots can be rejected if they are not dated correctly or are returned with an incorrect date. These errors can impact the number of ballots counted in elections, underscoring the importance of following all instructions carefully when completing and submitting mail ballots.",exact,,,11/4/24 8:32,Yes- see notes,,,en,2144,[EL],[Mail-in],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:35:55,[NEU],EL_Mail-in,EL_Mail-in
1731,193669,1258621,I moved from a different county but didnâ€™t change my registration.,Can I vote if I moved but havenâ€™t updated my registration?,"If you moved within Pennsylvania less than 30 days before the election, you must vote at the polling place for your old address. If you moved within the commonwealth more than 30 days ago but havenâ€™t yet updated your registration, you can still vote at the polling place for your old address for one election. However, if you have moved from one county to another, you must fill out a form at your polling place with your new address and county. This will allow officials to update your voter registration in both counties after the election, and you will receive a new voter registration card matching your new address. For more details, you can refer to the ""https://www.pa.gov/en/agencies/vote/voter-registration/update-my-registration.html"" â€œIf you moveâ€ section of the Pennsylvania Department of Stateâ€™s website.",exact,,,11/4/24 8:32,Yes,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
1732,193668,1258619,will ballot be listed as rejected before nov. 5 pa election,How many mail ballots were rejected during the last election in PA?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">How many mail ballots were rejected during the last election in PA?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is on the ballot in PA?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What are the common reasons for mail ballots being rejected in PA?</a></div>",suggestion,,,11/4/24 8:32,,,,en,2145,[EL],[Mail-in],[N],"[Suggestion, Not Align]",[],,,0,,TRUE,5,17:36:14,[NEU],EL_Mail-in,EL_Mail-in
1733,193667,1258609,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/4/24 8:27,Yes,,,en,508,[G],[State Basic],,"[Exact, Accept]",[],,,0,,TRUE,1.1,1/21/2025 20:47:20,,G_State Basic,G_State Basic
1734,193665,1258599,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/4/24 8:25,Yes,,,en,2397,,,,,[],,,1,,TRUE,5,,,,EL_Voter Reg
1735,193661,1258574,can i take my ballot to a drop box in a different county?,Can I drop my ballot in a drop box outside my county?,"No, Pennsylvania law requires voters to return their own ballots to their designated county election office, an official drop-off location within their county, or a drop box if you county has them. You cannot drop your ballot in a drop box located outside your county. Ballots must be received by the county board of elections before 8 p.m. on Election Day. You can find a ballot return location in your county ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/return-ballot.html"" here.",exact,,,11/4/24 8:12,Yes- see notes,,,en,,,,,,[],,,1,,,,,,,EL_Mail-in
1736,193659,1258563,What will be on my ballot in Clearfield County?,What will be on my ballot in Clearfield County?,"What will be on the ballot depends on where you live. Some counties provide a sample ballot online. To confirm, you can check the ""https://clearfieldco.org/"" Clearfield County website.",exact,,,11/4/24 8:10,No,,,en,,,,,,[],,,1,,,,,,,G_Elect Basic
1737,193656,1258531,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/4/24 8:03,Yes,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
1738,193655,1258527,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/4/24 8:02,Yes,,,en,2396,,,,,[],,,1,,TRUE,5,,,,G_State Basic
1739,193653,1258514,How do I vote by mail?,How do I vote by mail?,"To vote by mail in Pennsylvania, you need to first apply for a mail-in ballot. The deadline to apply for a mail ballot for the Nov. 5 election was Oct. 29. If you already applied for and received your mail ballot, you have to complete it. Each mail ballot comes with instructions that voters must read carefully. The best way to ensure your vote counts is to follow the instructions on your mail ballot, especially when it comes to correctly dating your ballot. You must return your own ballot, unless you have officially ""https://www.pa.gov/content/dam/copapwp-pagov/en/vote/resources/documents-and-forms/Authorize-Designated-Agent-for-Mail-in-or-Absentee-Ballot.pdf"" designated another person to do so on your behalf. There are several methods for returning your ballot, but the most important thing to remember is that your county election board must receive your ballot by 8 p.m. on Election Day.  If youâ€™re returning your ballot in person, using a drop box, or another designated location, ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/return-ballot.html"" you must use a location in your county. If you deliver your ballot to another county, it wonâ€™t be counted. After you return your ballot, you can track its status ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"" online.",exact,,,11/4/24 8:00,Yes,,,en,2395,,,,,[],,,1,,TRUE,5,,,,EL_Mail-in
1740,193643,1258464,When is the deadline for mail ballots?,When is the deadline for mail ballots?,"The deadline to apply for a mail ballot was Oct. 29. Your local county election board must receive your application by  5 p.m. on this date. The deadline to return your filled out mail ballot is 8 p.m. on Election Day, which is Tuesday, November 5. ",exact,,,11/4/24 7:41,Yes- see notes,,,en,2138,[EL],[Mail-in],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:35:27,[NEU],EL_Mail-in,EL_Mail-in
1741,193643,1258461,How long would it take to mail,How long will it take to show my mail in ballot was received?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">How long will it take to show my mail in ballot was received?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If mail in registration how long will it take to show it was received?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">When is the deadline for mail ballots?</a></div>",suggestion,,,11/4/24 7:41,,,,en,2139,[EL],[Mail-in],[N],"[Suggestion, Align]",[],,,1,,TRUE,5,17:35:39,[NEU],EL_Mail-in,EL_Mail-in
1742,193643,1258440,Can I drop my ballot in a drop box outside my county?,Can I drop my ballot in a drop box outside my county?,"No, Pennsylvania law requires voters to return their own ballots to their designated county election office, an official drop-off location within their county, or a drop box if you county has them. You cannot drop your ballot in a drop box located outside your county. Ballots must be received by the county board of elections before 8 p.m. on Election Day. You can find a ballot return location in your county ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/return-ballot.html"" here.",exact,,,11/4/24 7:39,Yes- see notes,,,en,2140,[EL],[Mail-in],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:34:52,[NEU],EL_Mail-in,EL_Mail-in
1743,193643,1258434,Does ballot need to be put in drop box in the county where I live?,Can I drop my ballot in a drop box outside my county?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I drop my ballot in a drop box outside my county?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I find out if my county has a ballot drop box?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I drop my mail in ballot off at my polling place?</a></div>",suggestion,,,11/4/24 7:39,,,,en,2141,[EL],[Mail-in],[N],"[Suggestion, Align]",[],,,1,,TRUE,5,17:35:10,[NEU],EL_Mail-in,EL_Mail-in
1744,193632,1258356,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/4/24 7:17,,,,en,2394,,,,,[],,,1,,TRUE,5,,,,G_State Basic
1745,193631,1258350,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/4/24 7:13,Yes,,,en,2393,,,,,[],,,1,,TRUE,5,,,,EL_Voter Reg
1746,193626,1258324,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/4/24 7:05,Yes,,,en,,,,,,[],,,1,,,,,,,G_State Basic
1747,193619,1258273,What is being done by the state to counter voter suppression?,What is being done by the state to counter voter suppression?,"State and federal laws prohibit discriminatory conduct and voter intimidation, with penalties for those who violate these laws. Officials urge voters to report instances of voter intimidation to their county board of elections, the district attorney, and the Department of State at 1-877-VOTESPA. These entities are responsible for investigating and prosecuting any alleged violations of the Election Code, with the Office of Attorney General also having authority to address voter intimidation.",exact,,,11/4/24 6:49,Yes,,,en,2136,[EL],[EL Oth],[N],"[Exact, Accept]",['FLAG'],,,1,,TRUE,5,17:32:52,[NEU],EL_EL Oth,EL_EL Oth
1748,193619,1258268,How are illegals being stopped from getting an ID to vote,Can illegal immigrants vote in PA elections?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">What identification is required to register to vote?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What identification do I need to bring to vote in person?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What is being done by the state to counter voter suppression?</a></div>",suggestion,,,11/4/24 6:49,,,,en,2137,[EL],[Voter Reg],[N],"[Suggestion, Not Align]",['FLAG'],,,1,,TRUE,5,17:33:20,[NEU],EL_Voter Reg,EL_Voter Reg
1749,193616,1258253,Why are there efforts to require voter identification at the time of voting?,Why are there efforts to require voter identification at the time of voting?,"When voting at a polling place for the first time, you must show proof of identification. See acceptable forms of ID ""https://www.pa.gov/en/agencies/vote/voter-support/new-voters.html"" here. There is support among some lawmakers to require voters to show ID each time they vote. While proof is provided at the time of registration, proponents argue that requiring identification at the polls serves as an additional safeguard against fraud. The proposed measures include a wide range of acceptable documents and provisions for free IDs to ensure accessibility. These efforts are part of ongoing discussions around election reform in Pennsylvania, with considerations for potential impacts on voter participation and rights.",exact,,,11/4/24 6:46,Yes- see notes,,,en,2392,,,,,[],,,1,,TRUE,5,,,,EL_Mail-in
1750,193616,1258251,What is being so one to keep illegals from voting,Can illegal immigrants vote in PA elections?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Why are there efforts to require voter identification at the time of voting?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Has there been any verified evidence of noncitizens voting in federal elections?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What is being done by the state to counter voter suppression?</a></div>",suggestion,,,11/4/24 6:46,,,,en,479,[EL],[Voter Reg],,"[Suggestion, Align]",['FLAG'],,not sure about secondary code here,0,,TRUE,1.1,1/21/2025 20:47:20,,EL_Voter Reg,EL_Voter Reg
1751,193613,1258232,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/4/24 6:42,Yes,,,en,2391,,,,,[],,,1,,TRUE,5,,,,EL_Voter Reg
1752,193612,1258229,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/4/24 6:39,Yes,,,en,2390,,,,,[],,,1,,TRUE,5,,,,G_State Basic
1753,193603,1258139,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/4/24 6:08,Yes,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
1754,193545,1257613,When do polls close and if Iâ€™m in line can I vote,When do the polls close?,"In Pennsylvania, the polls close at 8 p.m. on Election Day. If you are in line before or at the time the polls close, you will still be allowed to cast your vote. It's essential to plan your visit to the polling place accordingly to ensure you have enough time to vote.",exact,,,11/3/24 23:49,Yes,,,en,,,,,,[],,,1,,,,,,,EL_Voting Req
1755,193533,1257513,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/3/24 23:05,Yes,,,en,2389,,,,,[],,,1,,TRUE,5,,,,G_State Basic
1756,193518,1257357,Who is running for State Representative District 41?,Who are the candidates running for representative in my district?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Who are the candidates running for representative in my district?</a></div>",suggestion,,,11/3/24 22:28,,,,en,2387,,,,,[],,,1,,TRUE,5,,,,G_Local Basic
1757,193518,1257357,Who is running for State Representative District 41?,Who is running in the 11th congressional district?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Who are the candidates running for representative in my district?</a></div>",suggestion,,,11/3/24 22:28,,,,en,2388,,,,,[],,,1,,TRUE,5,,,,G_Local Basic
1758,193499,1257226,Who is running for PA Senate?,Who is running for PA Senate?,"Pennsylvania has 50 state Senate districts, each with its own candidates. Elections for these seats take place every even-numbered year, but not all seats are up for election at the same time. In presidential election years like 2024, senators in odd-numbered districts are on the ballot. You can use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool to look up your district number using your address. Use ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024/"" Spotlight PA's sample ballot to see the candidates on your ballot this November. See a full list of legislative candidates ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-house-senate-full-list-candidates/"" here.",exact,,,11/3/24 21:57,Yes,,,en,,,,,,[],,,1,,,,,,,G_Local Basic
1759,193475,1257157,who is running for treasurer,Who is running for treasurer?,"In the upcoming election for Pennsylvania treasurer, Republican incumbent Stacy Garrity faces Democrat Erin McClelland, Nickolas Ciesielski of the Libertarian Party, Chris Foster of the Forward Party, and Troy Bowman of the Constitution Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-treasurer-candidates-quiz/"" PA treasurer candidate quiz to see which major party candidate for Pennsylvania treasurer most closely aligns with what matters to you.",exact,,,11/3/24 21:45,Yes,,,en,,,,,,[],,,1,,,,,,,G_State Basic
1760,193481,1257027,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/3/24 21:27,Yes,"And, per AP, might have to show identification",,en,,,,,,[],,,1,,,,,,,G_State Basic
1761,193475,1257025,who is running for auditor general,Who is running for auditor general?,"In the upcoming election for Pennsylvania auditor general, incumbent Republican Tim DeFoor is seeking a second term. He will face Democratic state Rep. Malcolm Kenyatta, Alan Goodrich of the Constitution Party, Libertarian Reece Smith, and Eric K. Anton from the American Solidarity Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-auditor-general-candidates-quiz/"" PA auditor general quiz to see which major party candidate for Pennsylvania auditor general most closely aligns with what matters to you.",exact,,,11/3/24 21:26,Yes,,,en,,,,,,[],,,1,,,,,,,G_State Basic
1762,193475,1256997,Who is running for attorney general?,Who is running for attorney general?,"In the upcoming election for Pennsylvania attorney general, Democrat Eugene DePasquale and Republican Dave Sunday will face third-party candidates Robert Cowburn of the Libertarian Party, Justin L. Magill of the Constitution Party, Eric L. Settle of the Forward Party, and Richard L. Weiss of the Green Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-candidates-quiz/"" PA attorney general candidate quiz to see which major party candidate for Pennsylvania attorney general most closely aligns with what matters to you.",exact,,,11/3/24 21:18,Yes,"And, per AP, might have to show identification",,en,,,,,,[],,,1,,,,,,,G_State Basic
1763,193471,1256978,Can I drop my ballot in a drop box outside my county?,Can I drop my ballot in a drop box outside my county?,"No, Pennsylvania law requires voters to return their own ballots to their designated county election office, an official drop-off location within their county, or a drop box if you county has them. You cannot drop your ballot in a drop box located outside your county. Ballots must be received by the county board of elections before 8 p.m. on Election Day. You can find a ballot return location in your county ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/return-ballot.html"" here.",exact,,,11/3/24 21:16,Yes- see notes,"And, per AP, might have to show identification",,en,2133,[EL],[Mail-in],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:31:05,[NEU],EL_Mail-in,EL_Mail-in
1764,193471,1256975,Do I have to return my mail in ballot to a drop box in the county Iâ€™m registered to vote in,Can I drop my ballot in a drop box outside my county?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I drop my ballot in a drop box outside my county?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I drop my mail in ballot off at my polling place?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I find out if my county has a ballot drop box?</a></div>",suggestion,,,11/3/24 21:16,,Suggestion: Include this link too (per 11/2 +11/3 notes),,en,2134,[EL],[Mail-in],[N],"[Suggestion, Align]",[],,,1,,TRUE,5,17:31:18,[NEU],EL_Mail-in,EL_Mail-in
1765,193471,1256945,No,No,Sorry about that. Can you rephrase to ask your question again?,exact,,,11/3/24 21:11,,,,no,,,,,,[],,,1,,,,,,,M_Non-Elect
1766,193471,1256943,What do I do if I still havenâ€™t submitted my mail-in ballot,I lost my mail ballot. What do I do?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">I lost my mail ballot. What do I do?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What should I do if I don't receive my ballot in time?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">I requested a mail ballot but havenâ€™t gotten it. What should I do?</a></div>",suggestion,,,11/3/24 21:10,,,,en,2135,[EL],[Mail-in],[N],"[Suggestion, Not Align]",[],,,1,,TRUE,5,17:27:51,[NEU],EL_Mail-in,EL_Mail-in
1767,193462,1256873,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/3/24 20:59,Yes,,,en,2386,,,,,[],,,1,,TRUE,5,,,,EL_Voter Reg
1768,193441,1256726,Can I return my ballot to another countyâ€™s drop box,Can I drop my ballot in a drop box outside my county?,"No, Pennsylvania law requires voters to return their own ballots to their designated county election office, an official drop-off location within their county, or a drop box if you county has them. You cannot drop your ballot in a drop box located outside your county. Ballots must be received by the county board of elections before 8 p.m. on Election Day. You can find a ballot return location in your county ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/return-ballot.html"" here.",exact,,,11/3/24 20:21,Yes- see notes,,,en,2131,[EL],[Mail-in],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:26:47,[NEU],EL_Mail-in,EL_Mail-in
1769,193441,1256718,How do I vote by mail?,How do I vote by mail?,"To vote by mail in Pennsylvania, you need to first apply for a mail-in ballot. The deadline to apply for a mail ballot for the Nov. 5 election was Oct. 29. If you already applied for and received your mail ballot, you have to complete it. Each mail ballot comes with instructions that voters must read carefully. The best way to ensure your vote counts is to follow the instructions on your mail ballot, especially when it comes to correctly dating your ballot. You must return your own ballot, unless you have officially ""https://www.pa.gov/content/dam/copapwp-pagov/en/vote/resources/documents-and-forms/Authorize-Designated-Agent-for-Mail-in-or-Absentee-Ballot.pdf"" designated another person to do so on your behalf. There are several methods for returning your ballot, but the most important thing to remember is that your county election board must receive your ballot by 8 p.m. on Election Day.  If youâ€™re returning your ballot in person, using a drop box, or another designated location, ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/return-ballot.html"" you must use a location in your county. If you deliver your ballot to another county, it wonâ€™t be counted. After you return your ballot, you can track its status ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"" online.",exact,,,11/3/24 20:21,Yes,,,en,2132,[EL],[Mail-in],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:27:07,[NEU],EL_Mail-in,EL_Mail-in
1770,193436,1256684,When do the polls open?,When do the polls open?,"Polls in Pennsylvania open at 7:00 a.m. and close at 8:00 p.m. on Election Day.

As long as you are in line to vote by 8 p.m., you are entitled to cast a ballot.",exact,,,11/3/24 20:11,Yes,,,en,2130,[EL],[Polling Loc/Time],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:26:27,[NEU],EL_Polling Loc/Time,EL_Polling Loc/Time
1771,193434,1256655,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/3/24 20:09,Yes,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
1772,193430,1256627,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/3/24 20:06,Yes,,,en,2385,,,,,[],,,1,,TRUE,5,,,,EL_Voter Reg
1773,193423,1256574,Can I drop my ballot in a drop box outside my county?,Can I drop my ballot in a drop box outside my county?,"No, Pennsylvania law requires voters to return their own ballots to their designated county election office, an official drop-off location within their county, or a drop box if you county has them. You cannot drop your ballot in a drop box located outside your county. Ballots must be received by the county board of elections before 8 p.m. on Election Day. You can find a ballot return location in your county ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/return-ballot.html"" here.",exact,,,11/3/24 19:55,Yes- see notes,,,en,2128,[EL],[Mail-in],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:25:59,[NEU],EL_Mail-in,EL_Mail-in
