coding_ID,sID,conversation_id,message_id,user_query,dewey_match,response,created_at,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,coder_notes,risk_amt,risk_note,coder_name,mutiple_coders_flag,coding_stage,coding_time
1742,"2,527","190,058",1231732,Who should I vote for to protect abortion rights in Pennsylvania?,Who should I vote for to protect abortion rights in Pennsylvania?,"You can learn about where the Pennsylvania ""https://www.spotlightpa.org/news/2024/09/pennsylvania-election-2024-attorney-general-candidates-eugene-depasquale-dave-sunday/"" attorney general candidates stand on access to abortion in ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-abortion-eugene-depasquale-dave-sunday/"" our guide. If you're unsure about who to vote for in the attorney general race, you can take Spotlight PA's ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-candidates-quiz/"" AG quiz to help you determine which candidate best aligns with your values.",10/28/24 18:40,[P],"[Cand Comp] , [Iss Spec]",[N],"[Exact, Not Accept]",,[WACK_ANSWER]|[REPEATEDQUESTION],"SO WEIRD that the bot suggested this query in the same conversation, and then just gave an answer about AG candidates.",2.00,,mifranz1057@gmail.com,TRUE,5.0,8:52:55
1743,"2,529","190,058",1231728,Who is Pro Choice,Who is Clear Choice Action?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Who should I vote for to protect abortion rights in Pennsylvania?</a></div>",10/28/24 18:39,[P],[Cand Pos],[N],"[Suggestion, Align]",,,,2.00,,mifranz1057@gmail.com,TRUE,5.0,8:50:36
1744,"2,528","190,059",1231731,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",10/28/24 18:40,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:22:59
1745,"2,519","190,096",1232011,Is this AI?,How does this differ from other AI chatbots?,"Yes, this is an AI designed to provide accurate and relevant information about elections in Pennsylvania, drawing exclusively from vetted resources, including Spotlight PA's reporting and official information from the Pennsylvania Department of State. This focused approach aims to minimize misinformation and ensure reliable answers to your election-related questions.",10/28/24 19:36,[M],[Non-elect],[N],"[Exact, Accept]",[FLAG],,,3.00,,mifranz1057@gmail.com,TRUE,5.0,11:01:31
1746,"2,520","190,096",1232009,Who made this?,How does this work?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,10/28/24 19:36,[M],[Non-elect],[N],"[No Match, Should Ans]",[FLAG],[REPEATEDQUESTION]|[CONTEXT],,3.00,,mifranz1057@gmail.com,TRUE,5.0,11:01:58
1747,"2,521","190,096",1232009,Who made this?,Who is Donald Trump?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,10/28/24 19:36,[M],[Non-elect],[N],"[No Match, Should Ans]",[FLAG],[REPEATEDQUESTION]|[CONTEXT],,3.00,,mifranz1057@gmail.com,TRUE,5.0,11:02:19
1748,"2,522","190,096",1232007,Who should I vote for?,Who should I vote for?,"Our goal is to provide you with the critical facts and context you need to confidently cast a vote. Our newsroom will never endorse candidates. If you are not sure about who you want to vote for, you can check out our guides for more information on the races on the ballot and the candidates by visiting the ""https://www.spotlightpa.org/elections-2024"" Spotlight PA Election Center.",10/28/24 19:36,[M],[Oth],[N],"[Exact, Accept]",[FLAG],,,3.00,,mifranz1057@gmail.com,TRUE,5.0,11:02:41
1749,"2,523","190,096",1232000,What's on my ballot in philly?,What will be on my ballot in Philadelphia?,"What will be on the ballot depends on where you live. Use ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024/"" Spotlight PA's sample ballot to see the candidates. The sample ballot does not feature local ballot initiatives. For that information, consult your ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html"" county election office.",10/28/24 19:35,[G],"[Elect Basic] , [Local Basic]",[N],"[Exact, Accept]",,[DISTRICT],,,,mifranz1057@gmail.com,TRUE,5.0,11:00:50
1750,"2,513","190,115",1232112,How can I find out if my mail ballot was rejected?,How can I find out if my mail ballot was rejected?,"To find out if your ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot was rejected in Pennsylvania, you can check your ballot status online through the Pennsylvania ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"" Department of State's website. Each ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot outer envelope has a unique barcode that is scanned upon receipt, allowing you to see whether it has been accepted or flagged for rejection. If you have specific questions or concerns, you can also contact ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office for assistance.",10/28/24 20:06,[EL],[Mail-in],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:23:39
1751,"2,508","190,130",1232173,What does statusâ€”returned mean?,"What does ballot status ""returned"" mean?","In Pennsylvania, if your ballot status indicates ""returned"" it means that your ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot has been successfully received by the election office. This status is recorded when the outer envelope of your ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot is scanned upon arrival. However, it is important to note that your ballot will not be opened and counted until Election Day, according to state law. You can check your ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"" ballot status online for more detailed information.",10/28/24 20:20,[EL],[Mail-in],[N],"[Exact, Accept]",,[CONTEXT],"context flag ... not a part of a conversation, but i understand this user is asking about mail-in ballots, but that may not be obvious if you don't know that mail-in ballots can be tracked online and ""status return"" is one of tose statueses",,,mifranz1057@gmail.com,TRUE,5.0,11:03:35
1752,"2,507","190,144",1232257,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",10/28/24 20:39,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,15:51:32
1753,"2,505","190,155",1232348,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",10/28/24 20:56,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:23:57
1754,"2,500","190,215",1232810,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",10/28/24 22:27,[EL],[Voter Reg],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:24:25
1755,"2,497","190,248",1233065,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",10/28/24 23:59,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:24:35
1756,"2,488","190,331",1233793,Will Harris or Trump get the most votes in Pennsylvania?,Will Trump win Pennsylvania?,"Spotlight PA does not speculate on election outcomes. Our team provides factual information about candidates, their positions, and the dynamics of the races. We encourage voters to research the candidates, their platforms, and voting records to make an informed decision.",10/29/24 7:48,[EA],[Polling Fore],[N],"[Exact, Accept]",[FLAG],,,3.00,,mifranz1057@gmail.com,TRUE,5.0,15:34:24
1757,"2,489","190,331",1233790,Should I vote for Harris or Trump?,Is Donald Trump or Kamala Harris more qualified for president?,"Our goal is to provide you with the critical facts and context you need to confidently cast a vote. Our newsroom will never endorse candidates. If you are unsure about whom to vote for, you can check out our guides for more information on the races on the ballot and the candidates by visiting the ""https://www.spotlightpa.org/elections-2024/"" Spotlight PA Election Center.",10/29/24 7:47,[P],[Cand Comp],[N],"[Exact, Accept]",[FLAG],,,3.00,,mifranz1057@gmail.com,TRUE,5.0,15:33:52
1758,"2,486","190,336",1233813,How do I vote by mail?,How do I vote by mail?,"To vote by mail in Pennsylvania, you need to first apply for a mail-in ballot. You can apply for a mail ballot ""https://www.pavoterservices.pa.gov/OnlineAbsenteeApplication/#/OnlineMailInBegin"" online, in person at your county election office, or through the mail. Paper applications are also available for download in Spanish and Chinese, in addition to English. Applications must be received by your county election board by 5 p.m. on October 29 for the November 5 general election. Once approved, you will receive your ballot, which you must then complete. Each mail ballot comes with instructions that voters must read carefully. The best way to ensure your vote counts is to follow the instructions on your mail ballot, especially when it comes to correctly dating your ballot. You must return your own ballot, unless you have officially ""https://www.pa.gov/content/dam/copapwp-pagov/en/vote/resources/documents-and-forms/Authorize-Designated-Agent-for-Mail-in-or-Absentee-Ballot.pdf"" designated another person to do so on your behalf. There are several methods for returning your ballot, but the most important thing to remember is that your county election board must receive your ballot by 8 p.m. on Election Day.  If youâ€™re returning your ballot in person or using a drop box, you must use a location in your county. If you deliver your ballot to another county, it wonâ€™t be counted. After you return your ballot, you can track its status ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"" online.",10/29/24 7:53,[EL],[Mail-in],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:24:51
1759,"2,485","190,362",1234012,Can you bring a firearm to a polling place in PA?,Can I bring a gun to the polls?,"Whether you can bring a gun to your polling place depends on where it is. ""https://www.attorneygeneral.gov/resources/voting/"" According to the Pennsylvania Office of Attorney General, ""you cannot bring a gun inside a private property forbidding them, a school, a courthouse, or any other location where Pennsylvania law prohibits the carrying of firearms.""",10/29/24 8:59,[EL],[Voting Req],[N],"[Exact, Accept]",[FLAG],[WACK_ANSWER],"answer wack... i understand what it is trying to say but it is kind of a very risky answer and the way it is worded, it is contradicting itself in my opinion",5.00,,mifranz1057@gmail.com,TRUE,5.0,17:25:06
1760,"2,478","190,398",1234246,Who is on the presidential ballot in Pennsylvania?,Who is on the presidential ballot in Pennsylvania?,"The candidates for president on the Pennsylvania ballot are Democrat Kamala Harris, Republican Donald Trump, Libertarian Chase Oliver, and Jill Stein of the Green Party.",10/29/24 10:15,[G],[Pres Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,11:08:31
1761,"2,479","190,398",1234242,Please give me a summary of the presidential candidates' campaigns and their policy positions on the PA ballot,Where can I find more information about the candidates and elections in Pennsylvania?,"Because the presidential election is the big-ticket item on the ballot this year, we know there will be plenty of coverage of it nationally and from other outlets here in the state. Our coverage of the presidential election will primarily focus on the stateâ€™s administration of the election and combating misinformation. For specific information on presidential candidates' campaigns and their policy positions, we recommend visiting their official campaign websites, reviewing their public statements, and checking comprehensive election guides from reliable sources.",10/29/24 10:14,[P],[Cand Comp],[N],"[Exact, Accept]",,[WACK_ANSWER],just flagged wack_answer b/c it is an interesting answer,,,mifranz1057@gmail.com,TRUE,5.0,17:26:18
1762,"2,475","190,402",1234273,Does Stacy Garrity support Trump?,Does Stacy Garrity support Trump?,"Republican Treasurer Stacy Garrity is a supporter of former President Donald Trump and has ""https://x.com/GarrityForPA/status/1825556903101079634"" appeared with him at least one recent ""https://x.com/GarrityForPA/status/1819065643825512941"" rally. She has been criticized for speaking at a rally that questioned the results of the 2020 election. Garrity has stated that her appearance was intended to critique the election process.",10/29/24 10:24,[EA],[Endor/Infl],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:27:40
1763,"2,476","190,402",1234271,Is Stacy Garrity an election denier?,Does Stacy Garrity support Trump?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Does Stacy Garrity support Trump?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is Stacy Garrity?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What is Stacy Garrity's background and experience?</a></div>",10/29/24 10:24,[G],[Cand Hist],[N],"[Suggestion, Not Align]",[FLAG],[CONTEXT],context matters here ***,4.00,,mifranz1057@gmail.com,TRUE,5.0,12:54:18
1764,"2,477","190,402",1234263,Who is running for Treasurer?,Who is running for treasurer?,"In the upcoming election for Pennsylvania treasurer, Republican incumbent Stacy Garrity faces Democrat Erin McClelland, Nickolas Ciesielski of the Libertarian Party, Chris Foster of the Forward Party, and Troy Bowman of the Constitution Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-treasurer-candidates-quiz/"" PA treasurer candidate quiz to see which major party candidate for Pennsylvania treasurer most closely aligns with what matters to you.",10/29/24 10:23,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:27:01
1765,"2,473","190,416",1234377,Who is running for attorney general?,Who is running for attorney general?,"In the upcoming election for Pennsylvania attorney general, Democrat Eugene DePasquale and Republican Dave Sunday will face third-party candidates Robert Cowburn of the Libertarian Party, Justin L. Magill of the Constitution Party, Eric L. Settle of the Forward Party, and Richard L. Weiss of the Green Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-candidates-quiz/"" PA attorney general candidate quiz to see which major party candidate for Pennsylvania attorney general most closely aligns with what matters to you.",10/29/24 10:43,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:28:45
1766,"2,472","190,420",1234395,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",10/29/24 10:48,[EL],[Voter Reg],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:29:06
1767,"2,469","190,421",1234409,Can mail in ballot errors be corrected over the phone,Can I correct a mail in ballot once it is mailed?,"We don't have information indicating that mail-in ballot errors can be corrected over the phone. Whether you can correct, or ""cure"" your ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot depends on the county where you live. Some Pennsylvania counties allow voters to fix mistakes on their mail ballots, while others do not. For specific guidance, contact ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office directly.",10/29/24 10:52,[EL],[Mail-in],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,11:12:43
1768,"2,470","190,421",1234405,"If the scanner reports an error on my ballot, what do I do?","If the scanner reports an error on my ballot, what do I do?","If the scanner reports an error on your ballot, election officials will work to resolve the issue. You may be given the opportunity to cast a new ballot or ask to vote a provisional ballot, which will be counted if officials determine you are eligible to vote in person on Election Day. This process ensures that your vote is accurately recorded and counted.",10/29/24 10:50,[EL],[Voting Req],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,11:09:10
1769,"2,471","190,421",1234403,Can I fix errors over the phone,What can voters do to report errors they encounter in the polling place tool?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">What can voters do to report errors they encounter in the polling place tool?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If the scanner reports an error on my ballot, what do I do?</a></div>",10/29/24 10:50,[EL],"[Mail-in] , [Voting Req]",[N],"[Suggestion, Not Align]",,[CONTEXT],"based on context, unclear if the user is asking about mail-in ballots or voting in person. based on the time stamps, it appears the user is asking about in person, but based on the suggestions the bot gives here, the question ""timestamped"" before this is one of those suggestions word for word, which is a bit confusing. Thus, double tagged it.",,,mifranz1057@gmail.com,TRUE,5.0,11:10:47
1770,"2,465","190,435",1234500,When do I have to mail in my ballot by in PA?,When will ballots be mailed to voters in Pennsylvania?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">When will ballots be mailed to voters in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What are the deadlines for applying for mail-in ballots in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">When will mail-in ballots be available in Pennsylvania?</a></div>",10/29/24 11:10,[EL],[Mail-in],[N],"[Suggestion, Not Align]",,[WACK_ANSWER],"bot should def be able to answer this or atleast make a suggestion that is aligned that could answer this question. the suggestions it makes are similar, but none would actually answer this question, and i think it would be a very common question and i think i've seen the bot answer it before (it may have been worded differentlt)",,,mifranz1057@gmail.com,TRUE,5.0,11:19:33
1771,"2,466","190,435",1234492,What are important things to know about each candidate before voting?,How can I learn more about the candidates on the ballot?,"Before voting, it's important to know each candidate's background, experience, and policy positions. To gather this information, you can visit our ""https://www.spotlightpa.org/elections-2024/"" Election Center guides, which provide detailed insights into candidates running for various offices such as attorney general, auditor general, and treasurer. Additionally, candidates' official campaign websites, interviews, public statements, and debates can offer valuable information about their platforms and views on key issues. Engaging with local news coverage and attending candidate forums can further enhance your understanding of the candidates' priorities and values.",10/29/24 11:10,[P],[P Oth],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,11:21:03
1772,"2,468","190,435",1234481,Who will make the cost of living affordable?,Who will win the presidential race?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,10/29/24 11:09,[P],"[Cand Comp] , [Iss Spec]",[N],"[No Match, Should Ans]",,,"for bot answer: i said 'should answer'. Bot obviously cant 100% answer b/c the user doesn't secify a candidate, but the bot should in theory be able to follow up by saying something like 'is there a specific candidate or position i can help you with?' or follow up with “i can’t answer that for sure. But I can explain some policies. what candidate or position are you interested in?” or even just say the blurb about unbiased reporting and then ask if they are curious about any economic posiitons of candidates, etc.",,,mifranz1057@gmail.com,TRUE,5.0,11:13:08
1773,"2,467","190,436",1234483,was my ballot received,How do I check if my mail ballot has been received?,"To check if your mail ballot has been received, visit the Pennsylvania Department of State's ballot tracking tool by clicking ""https://www.pavoterservices.pa.gov/Pages/BallotTracking.aspx"" this link. The page will prompt you to enter your name, date of birth, and county, and will then tell you the status of your ballot. If you encounter any issues, you can also contact the Department of State's hotline at 1-877-VOTESPA for assistance.",10/29/24 11:09,[EL],[Mail-in],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,4/23/2025 11:11:48
1774,"2,463","190,440",1234515,What's the difference between absentee ballots and mail-in ballots?,What is the difference between a mail-in ballot and an absentee ballot?,"In Pennsylvania, you have two options for mail ballots. Mail-in ballot: Any registered voter may apply for a mail-in ballot. You may simply request this ballot without a reason. Absentee ballot: If you plan to be out of the municipality on election day or if you have a disability or illness that prevents you from going to your polling place on election day, you can request an absentee ballot, which requires you to list a reason for your ballot. Both options can be requested and submitted by mail. In order to request either ballot type, you must be registered to vote.",10/29/24 11:12,[EL],[Mail-in],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:29:28
1775,"2,464","190,440",1234512,What is an absentee ballot?,What is the difference between a mail-in ballot and an absentee ballot?,"In Pennsylvania, an ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" absentee ballot is a type of mail-in ballot that you can request if you plan to be out of your municipality on election day or if you have a disability or illness that prevents you from going to your polling place. This ballot requires you to list a reason for your request. Both absentee and mail-in ballots can be requested and submitted by mail, but you must be registered to vote to request either type.",10/29/24 11:12,[EL],[Mail-in],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:30:44
1776,"2,461","190,455",1234632,What are his views on the economy,What are Bob Casey's views on energy?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,10/29/24 11:25,[P],[Cand Pos],[N],"[No Match, Approp]",,[WACK_ANSWER]|[REPEATEDQUESTION],"i think it the overall sense of how the bot was built, bot can obv not answer this because it is unclear who user is asking about. but, ideally i think the bot should be able to follow up and continue the interaction with the user to answer the user's question by figuring out who the user is asking about.",,,mifranz1057@gmail.com,TRUE,5.0,11:21:26
1777,"2,462","190,455",1234632,What are his views on the economy,What are Dave McCormick's views on China?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,10/29/24 11:25,[P],[Cand Pos],[N],"[No Match, Approp]",,[WACK_ANSWER]|[REPEATEDQUESTION],"i think it the overall sense of how the bot was built, bot can obv not answer this because it is unclear who user is asking about. but, ideally i think the bot should be able to follow up and continue the interaction with the user to answer the user's question by figuring out who the user is asking about.",,,mifranz1057@gmail.com,TRUE,5.0,11:24:12
1778,"2,458","190,468",1234746,for how many people are we voting in PA?,What are we voting for in PA?,"In Pennsylvania, the number of candidates you will vote for depends on the specific elections taking place and your district. Generally, you will be voting for races such as president, U.S. Senate, U.S. House of Representatives, row offices (attorney general, auditor general, and treasurer), and Pennsylvania House and Senate. Additionally, there may be local ballot questions depending on where you live. For a detailed list of candidates specific to your location, you can enter your address into Spotlight PA's sample ballot tool.",10/29/24 11:47,[G],[Elect Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,11:24:40
1779,"2,459","190,468",1234739,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",10/29/24 11:46,[EL],[Voter Reg],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:33:24
1780,"2,456","190,476",1234786,"You should be a Republican because I really like you and I'm Republican. I appreciate you, didn't prosecute? Any cases probably because they weren't real. My question for you is , can you really prosecute people who put  people at prison for another person as head count or is it just a little misdemeanor that's supposed to be pushed under the rug , and we are treated as a slaves? I understand you can't prosecute because they allow it
 and laugh about it. They took God out of our country. You come from a good family and previously They were the only people that supported me and understood what was happening, of course they couldn't do anything but it's not because I didn't want to. Please remember what happened to kathleen Kane in citizen Kane. Kathleen.
Tried to address my presence at a prison 7 years without a charge And when she knew what happened and tried to address it that's what they did tothere I know it you're not allowed humiliate public officials",What role does the attorney general play in prosecuting organized crime?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,10/29/24 11:54,[M],[Non-elect],[Pos],"[No Match, Approp]",[FLAG],[REPEATEDQUESTION],,,,mifranz1057@gmail.com,TRUE,5.0,17:34:02
1781,"2,457","190,476",1234786,"You should be a Republican because I really like you and I'm Republican. I appreciate you, didn't prosecute? Any cases probably because they weren't real. My question for you is , can you really prosecute people who put  people at prison for another person as head count or is it just a little misdemeanor that's supposed to be pushed under the rug , and we are treated as a slaves? I understand you can't prosecute because they allow it
 and laugh about it. They took God out of our country. You come from a good family and previously They were the only people that supported me and understood what was happening, of course they couldn't do anything but it's not because I didn't want to. Please remember what happened to kathleen Kane in citizen Kane. Kathleen.
Tried to address my presence at a prison 7 years without a charge And when she knew what happened and tried to address it that's what they did tothere I know it you're not allowed humiliate public officials",Who is the Republican candidate for attorney general?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,10/29/24 11:54,[M],[Non-elect],[Pos],"[No Match, Approp]",[FLAG],,,,,mifranz1057@gmail.com,TRUE,5.0,17:34:34
1782,"2,455","190,480",1234814,how can i track my ballot,How can I check the status of my mail ballot?,"To track your ballot in Pennsylvania, visit the Pennsylvania Department of State's ""https://www.pavoterservices.pa.gov/Pages/BallotTracking.aspx"" ballot tracking tool. You will be prompted to input your name, date of birth, and county, and the system will provide you with the current status of your ballot. If you encounter any issues, you can also contact the Department of State's hotline at 1-877-VOTESPA for assistance.",10/29/24 12:05,[EL],[Mail-in],[N],"[Exact, Accept]",,,"not specifically asking about mail-in ballots, but it can be assumed. I checked the website the bot gave, and it is a mail-in and absentee ballot tracker.",,,mifranz1057@gmail.com,TRUE,5.0,11:26:52
1783,"2,452","190,492",1234864,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",10/29/24 12:25,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:34:55
1784,"2,450","190,507",1234942,what does status ballot returned mean,"What does ballot status ""returned"" mean?","In Pennsylvania, if your ballot status indicates ""returned"" it means that your ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot has been successfully received by the election office. This status is recorded when the outer envelope of your ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot.html"" mail ballot is scanned upon arrival. However, it is important to note that your ballot will not be opened and counted until Election Day, according to state law. You can check your ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"" ballot status online for more detailed information.",10/29/24 12:41,[EL],[Mail-in],[N],"[Exact, Accept]",,[CONTEXT],"context flag not because of the conversation, but b/c of the context i know ... ""ballot returned"" is a status on the mail-in ballot tracker, so i marked it as that for secondary code, even though it may not seem obvious at first.",,,mifranz1057@gmail.com,TRUE,5.0,11:31:20
1785,"2,449","190,527",1235077,What are the statewide races in Pennsylvania,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",10/29/24 13:22,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,15:58:39
1786,"2,447","190,529",1235091,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",10/29/24 13:25,[EL],[Voter Reg],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:35:16
